,INCIDENTNEIGHBORHOOD,OFFENSES
2285,South Side Flats,9999 9999 - (Misc. Incident): 
2379,South Side Flats,9501 Bench Warrant
2723,South Side Slopes,3921 Theft by Unlawful Taking or Disposition.
1139,South Side Slopes,9993 PFA Service with Weapons Supplement
1944,South Side Slopes,9496 Dead on Arrival (DOA)
811,South Side Slopes,4906 False Reports to Law Enforcement Authorities.
5,South Side Slopes,3304 Criminal Mischief.
1495,South Side Slopes,3921(a) Theft by Unlawful Taking or Disposition - Movable item
2351,South Side Slopes,9497 Aided Case
2682,South Side Slopes,9999 9999 - (Misc. Incident): 
1910,South Side Slopes,6304.B1 CARRY/DISCHARGE AIR RIFLES-MINOR
1908,South Side Slopes,9999 9999 - (Misc. Incident): 
164,South Side Slopes,3502 Burglary.
600,South Side Slopes,3304 Criminal Mischief.
79,South Side Slopes,3502 Burglary.
1983,South Side Slopes,2709 Harassment (Non-Specific) / 3304 Criminal Mischief.
876,South Side Slopes,3714 Careless Driving / 3802(a)(1) DUI - General Impairment
318,South Side Slopes,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2170,South Side Slopes,2701(a)(3) Simple Assault - Attempts by Physical Menace 
2863,South Side Slopes,9501 Bench Warrant
761,South Side Slopes,3921(a) Theft by Unlawful Taking or Disposition - Movable item
2237,South Side Slopes,9489 Found Property
20,South Side Slopes,9504 Lost Property
2728,South Side Slopes,3502 Burglary. / 3304 Criminal Mischief.
1240,South Side Slopes,9501 Bench Warrant
2478,South Side Slopes,9999 9999 - (Misc. Incident): 
1329,South Side Slopes,9999 9999 - (Misc. Incident): 
2006,South Side Slopes,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2741,South Side Slopes,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats"
1400,South Side Slopes,2709(a) Harassment. / 2701(a)(3) Simple Assault - Attempts by Physical Menace 
1402,South Side Slopes,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 3802(d)(2) DUI - Drug - Impaired Ability / 4703 Operation of Vehicle without Official Certif. of Inspection / 3714 Careless Driving / 4706 Prohib. on Expend. for Emission Insp Prog..
662,South Side Slopes,3922 Theft by Deception.
162,South Side Slopes,9994 PFA Service
147,South Side Slopes,2709(a) Harassment. / 2701(a)(3) Simple Assault - Attempts by Physical Menace 
531,South Side Slopes,3304 Criminal Mischief.
1628,South Side Slopes,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1633,South Side Slopes,2701 Simple Assault.
1640,South Side Slopes,9999 9999 - (Misc. Incident): 
2660,South Side Slopes,2709(a) Harassment.
1621,South Side Slopes,3353 Prohibitions in Specified Places.
110,South Side Slopes,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another
433,South Side Slopes,3743 Accidents Involving Damage to Attended Veh. or Property
1596,South Side Slopes,3743 Accidents Involving Damage to Attended Veh. or Property
2549,South Side Slopes,9498 302 (Mental)
1792,South Side Slopes,3743 Accidents Involving Damage to Attended Veh. or Property
2656,South Side Slopes,5503 Disorderly Conduct. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent
619,Spring Garden,9094 Recovered Stolen Vehicle (OUTSIDE CITY)
1134,Spring Garden,4915 Failure to Comply with Megans Law
1665,Spring Garden,9490 Missing Persons (18 and Over)
782,Spring Garden,2702 Aggravated Assault. / 2706 Terroristic Threats.
1455,Spring Garden,9093 Indirect Criminal Contempt
2754,Spring Garden,9999 9999 - (Misc. Incident): SVP Community Notification
1672,Spring Garden,3304 Criminal Mischief.
2260,Spring Hill-City View,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1836,Spring Hill-City View,3304 Criminal Mischief. / 3928 Unauthorized Use of Automobile and Other Vehicles.
1816,Spring Hill-City View,9129 Miscellaneous Investigation
827,Spring Hill-City View,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance
1961,Spring Hill-City View,9999 9999 - (Misc. Incident): 
388,Spring Hill-City View,9501 Bench Warrant
635,Spring Hill-City View,8106 Shots Fired
2703,Spring Hill-City View,3921 Theft by Unlawful Taking or Disposition.
505,Spring Hill-City View,3921(a) Theft by Unlawful Taking or Disposition - Movable item
846,Spring Hill-City View,3304 Criminal Mischief. / 3928 Unauthorized Use of Automobile and Other Vehicles.
444,Spring Hill-City View,0292 Located Runaway - not Reported Missing
1245,Spring Hill-City View,3502 Burglary. / 2706 Terroristic Threats. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another
1417,Spring Hill-City View,9129 Miscellaneous Investigation
678,Spring Hill-City View,9497 Aided Case
1510,Spring Hill-City View,9999 9999 - (Misc. Incident): 
2560,Spring Hill-City View,8106 Shots Fired
1321,Spring Hill-City View,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance
1502,Spring Hill-City View,3934 Theft from Vehicle
2037,Spring Hill-City View,3502 Burglary. / 2706 Terroristic Threats. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another
356,Spring Hill-City View,9123 Miscellaneous Fire Other Investigation to Continue
1534,Spring Hill-City View,2709(a) Harassment.
406,Spring Hill-City View,3928 Unauthorized Use of Automobile and Other Vehicles.
469,Squirrel Hill North,9489 Found Property
2188,Squirrel Hill North,9504 Lost Property
1854,Squirrel Hill North,3743 Accidents Involving Damage to Attended Veh. or Property
2361,Squirrel Hill North,4106 Access Device Fraud / 3922 Theft by Deception.
1372,Squirrel Hill North,9497 Aided Case
386,Squirrel Hill North,2706 Terroristic Threats.
2543,Squirrel Hill North,601.16 Public Urination And Defecation
382,Squirrel Hill North,2706 Terroristic Threats.
1106,Squirrel Hill North,2701 Simple Assault. / 1501 Drivers Required to be Licensed. / 3802(a)(1) DUI - General Impairment
730,Squirrel Hill North,3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery.
1393,Squirrel Hill North,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness
2334,Squirrel Hill North,9994 PFA Service
1237,Squirrel Hill North,3921(a) Theft by Unlawful Taking or Disposition - Movable item
575,Squirrel Hill North,2709(a)(4) Harassment Communicates Prohibited Acts
2335,Squirrel Hill North,9994 PFA Service
2073,Squirrel Hill North,9501 Bench Warrant
2264,Squirrel Hill North,9124 Drug Investigation
906,Squirrel Hill North,4120 Identity Theft
1259,Squirrel Hill North,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1450,Squirrel Hill North,2706 Terroristic Threats.
759,Squirrel Hill North,3304 Criminal Mischief.
241,Squirrel Hill South,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3926(a)(4) Theft of services; ACQUISITION OF SERVICES - refusal to pay or offer to pay for a service (hotels and restaurants)"
2844,Squirrel Hill South,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1158,Squirrel Hill South,9994 PFA Service
686,Squirrel Hill South,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): 
2912,Squirrel Hill South,2706 Terroristic Threats. / 4106 Access Device Fraud / 3922 Theft by Deception.
2314,Squirrel Hill South,3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant
1104,Squirrel Hill South,4106 Access Device Fraud
2110,Squirrel Hill South,9496 Dead on Arrival (DOA)
2629,Squirrel Hill South,3922 Theft by Deception.
2461,Squirrel Hill South,9999 9999 - (Misc. Incident): 
712,Squirrel Hill South,2702 Aggravated Assault. / 2706 Terroristic Threats.
1115,Squirrel Hill South,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid
2023,Squirrel Hill South,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE
2045,Squirrel Hill South,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2773,Squirrel Hill South,4120 Identity Theft
2305,Squirrel Hill South,3934 Theft from Vehicle
514,Squirrel Hill South,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3714 Careless Driving
48,Squirrel Hill South,9999 9999 - (Misc. Incident): Custody Dispute
2791,Squirrel Hill South,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): 
13,Squirrel Hill South,3323 Stop Signs and Yield Signs. / 1543 Driving While Operating Privilege is Suspended or Revoked.
2776,Squirrel Hill South,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 1543 Driving While Operating Privilege is Suspended or Revoked."
2583,Squirrel Hill South,5505 Public Drunkenness
54,Squirrel Hill South,3743 Accidents Involving Damage to Attended Veh. or Property
2007,Squirrel Hill South,9489 Found Property
1284,Squirrel Hill South,9504 Lost Property
2309,Squirrel Hill South,9999 9999 - (Misc. Incident): 
216,Squirrel Hill South,9994 PFA Service
1655,Squirrel Hill South,9999 9999 - (Misc. Incident): 
657,Squirrel Hill South,"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)"
2292,Squirrel Hill South,3929 Retail Theft.
2297,Squirrel Hill South,13(a)(30)* Delivery of Controlled Substance
6,Squirrel Hill South,9012 Non-Violent Domestic
818,Squirrel Hill South,3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery.
1948,Squirrel Hill South,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid
602,Squirrel Hill South,9999 9999 - (Misc. Incident): 
2240,Squirrel Hill South,2709(a) Harassment.
1829,Squirrel Hill South,1785 Proof of Financial Responsibility Following Accident.
2902,Squirrel Hill South,3929 Retail Theft.
963,Squirrel Hill South,9999 9999 - (Misc. Incident): SVP COMMUNITY NOTIFICATION
840,Squirrel Hill South,9999 9999 - (Misc. Incident): possible collision
1896,Squirrel Hill South,9501 Bench Warrant
2591,Squirrel Hill South,3922 Theft by Deception.
781,Squirrel Hill South,3743 Accidents Involving Damage to Attended Veh. or Property
105,Squirrel Hill South,2709(a) Harassment.
2875,Squirrel Hill South,3921(a) Theft by Unlawful Taking or Disposition - Movable item
1418,Squirrel Hill South,3929 Retail Theft.
2447,Squirrel Hill South,5505 Public Drunkenness / 2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT
2732,Squirrel Hill South,3929 Retail Theft.
859,Squirrel Hill South,3922 Theft by Deception.
1995,Squirrel Hill South,9999 9999 - (Misc. Incident): 
1399,Squirrel Hill South,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2423,Squirrel Hill South,3304 Criminal Mischief.
813,Squirrel Hill South,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2092,Squirrel Hill South,2709 Harassment (Non-Specific)
1386,St. Clair,3502 Burglary. / 3304 Criminal Mischief.
99,St. Clair,9994 PFA Service
1391,St. Clair,9994 PFA Service
2775,St. Clair,5104 Resisting Arrest or Other Law Enforcement. / 3802(a)(1) DUI - General Impairment
2206,St. Clair,5104 Resisting Arrest or Other Law Enforcement. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment
1751,Stanton Heights,9999 9999 - (Misc. Incident): 
2247,Stanton Heights,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 901 Criminal Attempt
104,Stanton Heights,2709(a) Harassment.
2516,Stanton Heights,9093 Indirect Criminal Contempt
2515,Stanton Heights,3701 Robbery. / 2701 Simple Assault. / 3925 Receiving Stolen Property. / 9093 Indirect Criminal Contempt / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck
1498,Stanton Heights,9496 Dead on Arrival (DOA)
1832,Stanton Heights,3304 Criminal Mischief.
1592,Stanton Heights,9999 9999 - (Misc. Incident): 
311,Stanton Heights,3304 Criminal Mischief.
2552,Stanton Heights,4106 Access Device Fraud
1466,Stanton Heights,2709 Harassment (Non-Specific)
1724,Stanton Heights,4120 Identity Theft
119,Stanton Heights,3922 Theft by Deception.
1947,Stanton Heights,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2931,Stanton Heights,9999 9999 - (Misc. Incident): 
250,Strip District,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1066,Strip District,3921 Theft by Unlawful Taking or Disposition.
325,Strip District,9489 Found Property
732,Strip District,3921 Theft by Unlawful Taking or Disposition.
2889,Strip District,"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 13(a)(31) Marijuana: Possession Small Amount"
979,Strip District,3743 Accidents Involving Damage to Attended Veh. or Property
2275,Strip District,2709(a) Harassment.
2150,Strip District,3745 Accidents Involving Damage to Unattended Veh.or Prop.
801,Strip District,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2301,Strip District,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid / 3742 Accidents Involving Death or Personal Injury / 3746 Immediate Notice of Accident to Police Department
1006,Strip District,3745 Accidents Involving Damage to Unattended Veh.or Prop.
786,Strip District,1373 Suspension of Registration. / 1543 Driving While Operating Privilege is Suspended or Revoked.
2233,Strip District,3921(a) Theft by Unlawful Taking or Disposition - Movable item
2106,Strip District,4101 Forgery. / 4106 Access Device Fraud
199,Strip District,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment / 3334 Turning Movements and Required Signals. / 3736 Reckless Driving / 3714 Careless Driving
2384,Strip District,2709(a) Harassment.
527,Strip District,3743 Accidents Involving Damage to Attended Veh. or Property
2503,Strip District,2709(a) Harassment.
73,Strip District,3743 Accidents Involving Damage to Attended Veh. or Property
865,Strip District,3745 Accidents Involving Damage to Unattended Veh.or Prop.
520,Strip District,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed.
2758,Strip District,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2323,Strip District,3921 Theft by Unlawful Taking or Disposition.
1653,Strip District,3743 Accidents Involving Damage to Attended Veh. or Property
1755,Strip District,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1465,Strip District,3743 Accidents Involving Damage to Attended Veh. or Property
2641,Strip District,3743 Accidents Involving Damage to Attended Veh. or Property
582,Strip District,3304 Criminal Mischief.
579,Strip District,3743 Accidents Involving Damage to Attended Veh. or Property
675,Strip District,3743 Accidents Involving Damage to Attended Veh. or Property
2325,Strip District,3745 Accidents Involving Damage to Unattended Veh.or Prop.
2668,Strip District,3743 Accidents Involving Damage to Attended Veh. or Property
232,Strip District,5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 9999 9999 - (Misc. Incident): 
2684,Strip District,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1512,Strip District,3929 Retail Theft.
536,Strip District,9490 Missing Persons (18 and Over)
486,Summer Hill,2706 Terroristic Threats.
1848,Summer Hill,2701 Simple Assault.
1487,Summer Hill,9994 PFA Service
1197,Summer Hill,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud / 4120 Identity Theft
61,Summer Hill,2706 Terroristic Threats.
1902,Swisshelm Park,4120 Identity Theft
1646,Swisshelm Park,029 Missing Juvenile
329,Swisshelm Park,2709(a) Harassment.
1744,Swisshelm Park,9999 9999 - (Misc. Incident): 
1218,Swisshelm Park,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor"
1272,Swisshelm Park,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1884,Terrace Village,9999 9999 - (Misc. Incident): Suspicious Person
601,Terrace Village,3503 Criminal Trespass
2711,Terrace Village,3745 Accidents Involving Damage to Unattended Veh.or Prop.
1563,Terrace Village,9999 9999 - (Misc. Incident): 
2561,Terrace Village,9497 Aided Case
999,Terrace Village,9123 Miscellaneous Fire Other Investigation to Continue
1822,Terrace Village,3934 Theft from Vehicle / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud
1681,Terrace Village,9497 Aided Case
2624,Terrace Village,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): 
476,Terrace Village,9496 Dead on Arrival (DOA)
